image1,image2,image3,image4,image5,story
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4250762445.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4246977413.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4247752210.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4246978161.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4247753382.jpg,"we went on a walk to get some food at the air cafe . everyone was having a great time at the party and talking with friends and family . we shared some fun pictures while at the house . the bakery was beautiful and very similar to the other side . after dinner , we all went for a walk and took pictures ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4683469068.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4682834231.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4683468180.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4683466664.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4683462492.jpg,"we had a great time on our trip to the ocean we saw my brother [male] . [male] and i were ready for our adventure in the ocean we had to look over the ocean to get a good look . our seafood was delicious . this is what the ocean looks like . you can taste the ocean . the breakfast was fantastic . we had a seafood meal before dinner . it was lovely . [female] , my brother , and i worshiped the gods !"
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4308260855.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4308259951.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4309003206.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4309009162.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4308267667.jpg,people are arriving to eat at location fair . they stop for some food . at night the lights are gone . time for some beer and a lot of dancing . the view at night is spectacular .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4335570566.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4334829337.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4334830909.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4334831283.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4334832569.jpg,we took a trip into the city today to do some shopping . look at this giant firework . there are lots of people shopping . this place is in a big city with lots of people . this place is also in a big city with a lot of people . we bought some fruit and vegetables while we were shopping .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2250328985.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2251128640.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2250334613.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2251131236.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2251132736.jpg,i went to a sunny city . the buildings were all very old . there were beautiful mountain views . the beach view was pretty . there were many houses there .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/16319689465.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/16319100992.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/16318116881.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/16319936785.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/16134084747.jpg,i had a great time at the award ceremony last week . there were a lot of people there . the speakers were very good . everyone was very happy to be there . afterward we all went to dinner .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2589456441.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2590292998.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2590294954.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2590297146.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2590298622.jpg,we 're going to have a lovely new years eve party at my place . i have all the decorations up like christmas trees . we have invited all our friends and family over to come with us . every time we get to the party we get to take pictures with the tree . this couple took a picture of a gorgeous tree . the guests got a picture with my dad too .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6270279393.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6270811678.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6270282667.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6270283215.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6270288311.jpg,"there was a big band at the stadium . a band played on the stadium field . there were so many huge vehicles there for everyone to see . one of the bigger shows was the organization organization organization . at the end of the concert , the organization organization players welcomed everyone with drums ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4416927966.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4415774417.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4416235721.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4416958160.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4416252043.jpg,we had a great vacation we went to this place and had a great time then on the way home the buildings were really old we had a great time on the day off
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4676983947.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4676680145.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4676677913.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4677307734.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4676679113.jpg,"we visited location in the location location . this is a stone grave that commemorates a war . this is a gravestone that was placed in the woods . this is a stone grave with a name . this is a gravestone that reads , `` location and location . ''"
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6828585179.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6828584795.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6828584731.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6828584669.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6828585367.jpg,"my friends and i decided to try and carve a pumpkin for our family . i started out with just a few smaller pumpkins and it looks wonderful . i tried to carve one for ourselves but it looks so goofy . i finally found a pumpkin with a face that looks just like me . after carving the pumpkin , i made a face and lit the candles . we moved on to making a carved pumpkins and they make faces . lastly , we decorated our party room with pumpkins and decorations . i 'm excited to be here and now it 's time to open the door ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6120323194.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6120324050.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6120324606.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6120325376.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6119783017.jpg,[female] and her kids are excited to go to school . they met all their family and friends on this day . they are so young and will be learning many new skills in the future . [male] is all smiles as he helps out with the kiddos . [female] and her boy is eager to get to school .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/393748685.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/393748689.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/393763253.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/393763256.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/393763258.jpg,i had a very fun winter season last weekend . i bought a lot of dog decorations . i spent some time petting the dogs . i also painted a lot of work for my art projects . afterward i went for a walk and decided to walk home .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/80260314.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/80352603.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/80263513.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/80504383.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/80266416.jpg,"we went to visit [male] and his parents , they were happy to see their baby sister . [male] was not as impressed with his nephew as the baby . [male] loved the little baby food [male] had made . [male] was happy to get to meet his cousin . he did n't like when the baby would n't get his own plate ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4440524819.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4440524869.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4441301582.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4464594421.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4465372408.jpg,[male] [male] gave a big speech today . he was very happy to be here . there were so many students interested . he even had a board for students to fill out questions . [male] then showed us his high school diplomas . it was a fun event and everyone got to see it .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/160919407.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/160919417.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/160913430.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/160913417.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/160919420.jpg,"our wedding was a beautiful ceremony at the church . everyone watched as the bride and groom talked to each other . we went to the reception in front of our house . the bride and groom looked very happy as they kissed . afterward , everyone attended the reception , which was a great reception for all of us ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/171285332.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/171285357.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/171285457.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/171285527.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/171285930.jpg,the family get together was great . they sat at the table eating dinner together . then they brought out the steak . they shared a picture with the baby . after dinner the entire family had a great time .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/77300189.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/77299846.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/77299635.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/77299543.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/77299280.jpg,a new shape cookie was made this past year . i made my first one in a new shape . i made one with a variety of bands and bands . the one with the string is a love one . and one with balls and cones . and some that are bigger than three feet .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/35433190.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/35433230.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/35433246.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/35433256.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/35433261.jpg,"our group marched in support of the candidate , [male] [male] . we got the crowd to themselves to start cheering for us . the crowd cheered as we passed . our family was very happy to be together . we even had a rousing sing along for the performance ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4315352329.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4319676804.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4320118362.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4319368039.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4930075610.jpg,"this building was once an old neighborhood , but now the buildings are starting to sell . this side of town was painted with people who went around to get there . we found a street market that sold produce . we took the vegetables to the market to pick . we went out to pick some fruit . the street was narrow and empty , so we rode the bus home after a long day ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5534276385.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5534857062.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5534857232.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5534857714.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5534859722.jpg,the day of the big speech at the location location location location location . everyone was all eager to hear what was going to be said . there were a lot of people at the meeting . the speaker was very inspiring to talk to . he spoke about business and culture for a while .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3686899823.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3686900307.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3686900831.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3687702922.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3687703662.jpg,"people decided to go out of the city for the day . they decided to go downtown . people gathered in the parking lot to watch the sky . everyone was having fun there , and there were a lot of people . in the end , there were fireworks in the sky , which was pretty . they had fireworks for the whole night ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/17691953.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/17691955.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/17695101.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/17695102.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/17691952.jpg,"the wedding party was finally getting married ! here are the couple , happily married ! they are having an amazing time celebrating the newly married couple ! here is the bride and groom at the reception . it was a fun time and the bride was dancing and having fun . the wedding party won the best dance award ! they look great with the guests ! what a great day !"
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/9502958341.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/9505886810.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/9503088005.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/9502958633.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/9505699694.jpg,we had a family trip on our vacation we took two pictures of our loved ones we decided to visit location location and the woman is so excited to spend this day at location location it was such a great day for the family
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5124261220.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5124259770.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5123659565.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5123666865.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5124267968.jpg,[male] started going out to his friends house to ask if there would be a reduced amount of beer . he got up and started drinking the regular beer . he got back some more to meet many people outside . [male] met many new people outside and started telling them how to use the alcohol . he then finished telling them he had a few bottles and went inside .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6853614075.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6853630037.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6853644591.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6853702703.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6853733237.jpg,"today is the science fair in town . first we entered the tent to get to a good spot . then we headed inside to find some good food . everyone got to display their favorite food . finally , it was back to location location and a small customer brought us food . the food looked so good . what would it be like without food ?"
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4327095984.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4326360115.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4326320653.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4326323921.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4326336267.jpg,we arrived to the game early . we were both very excited about the game . we had a great time chatting about our teams . the candidate took pictures with every athlete . the game was really fun for both teams . we ended the game with a fireworks show !
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4401362969.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4402129128.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4402128428.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4402262036.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4406543207.jpg,[female] and [male] were there . we sat down and people started talking about us . then the president came out . the men shook hands and shook hands . after that we were treated to an outdoor event .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4628644650.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4840128300.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4822716855.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4840128340.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4634467995.jpg,my friend was happy to take a picture of me . he was also very happy that my wedding was finally here . i am now the bride . i was so happy to marry her . she got married in a church suit . the bride and groom took pictures with all of the bridesmaids and groom 's friends . after the wedding the bride and groom took pictures with the bridesmaids and best friends .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6630054875.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6630055683.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6630056949.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6630063757.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6630064553.jpg,"we arrived in the city and prepared for the ride . we arrived to see a view of the location location . it was a gorgeous sight to see . we were able to take some time to appreciate the landmarks we had taken . we then turned back to the lecture , and got our notes for a display ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2323738278.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2322128946.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2327900163.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2322127968.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2322919747.jpg,"during the location location protest , they had a rally . these people made a sign up in support of [female] [female] , who is asking for equality . this man was holding a sign that was showing everyone the flag . he told everyone that there was going to be equality at this protest . some of the protesters were pretty scared , but they were determined to make a difference ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/7984257863.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/7984258025.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/7984126102.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/7984258091.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/7984263526.jpg,everyone got to the church . after the service we went to the local church . people were in the church . we saw some really lovely buildings . it was a really fun time .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/11590523983.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/11591111666.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/11590760395.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/11590625934.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/11590622884.jpg,"the glass has been in use for quite some time , but it was made by the same family who spent their time in location . this piece of glass was made of metal , which had the members from the early 1900 's . it was made of glass , but still made of glass . this glass piece was their favorite place to see pictures . this is a picture of the glass piece above the glass ceiling ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5112801156.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5112779228.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5112204311.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5112182019.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5112180949.jpg,we had a fun time with our friends today . little [male] was a little goofy . he got a little scared . it was time to play around with some lizards . the family had a great time .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/30440943.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/30163107.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/30161655.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/30164056.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/30164705.jpg,the family is gathered to celebrate the birthday . the birthday man makes a silly and silly face . his best friend gives him the cake . the birthday boy gets so many balloons and other lights getting ready to light up . the birthday boy makes his face to show his cute face .
